region_sido,region_sigungu,hospital_type,year,hospital_no,net_entry,exit_no,exit_rate,entry_no,entry_rate
경기,수원시 장안구,의원,2012,146,7,3,0.02054794520547945,10,0.0684931506849315
경기,수원시 장안구,의원,2013,145,-1,7,0.04827586206896552,6,0.041379310344827586
경기,수원시 장안구,의원,2014,150,5,5,0.03333333333333333,10,0.06666666666666667
경기,수원시 장안구,의원,2015,150,0,7,0.04666666666666667,7,0.04666666666666667
경기,수원시 장안구,의원,2016,147,-3,5,0.034013605442176874,2,0.013605442176870748
경기,수원시 장안구,의원,2017,147,0,5,0.034013605442176874,5,0.034013605442176874
경기,수원시 장안구,의원,2018,146,-1,7,0.04794520547945205,6,0.0410958904109589
경기,수원시 장안구,의원,2019,145,-1,4,0.027586206896551724,3,0.020689655172413793
경기,수원시 장안구,의원,2020,147,2,3,0.02040816326530612,5,0.034013605442176874
경기,수원시 장안구,의원,2021,149,2,2,0.013422818791946308,4,0.026845637583892617
경기,수원시 장안구,의원,2022,154,5,4,0.025974025974025976,9,0.05844155844155844
경기,수원시 장안구,의원,2023,151,-3,4,0.026490066225165563,1,0.006622516556291391
경기,수원시 장안구,의원,2024,154,3,6,0.03896103896103896,9,0.05844155844155844
경기,수원시 장안구,의원,2025,159,5,0,0.0,5,0.031446540880503145
경기,수원시 장안구,종합병원,2007,0,,0,,,
경기,수원시 장안구,종합병원,2008,0,0,0,,0,
경기,수원시 장안구,종합병원,2009,1,1,0,0.0,1,1.0
경기,수원시 장안구,종합병원,2010,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2011,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2012,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2013,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2014,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2015,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2016,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2017,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2018,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2019,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2020,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2021,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2022,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2023,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2024,1,0,0,0.0,0,0.0
경기,수원시 장안구,종합병원,2025,1,0,0,0.0,0,0.0
경기,수원시 팔달구,병원,2007,7,,1,0.14285714285714285,,
경기,수원시 팔달구,병원,2008,6,-1,2,0.3333333333333333,1,0.16666666666666666
경기,수원시 팔달구,병원,2009,8,2,0,0.0,2,0.25
경기,수원시 팔달구,병원,2010,8,0,0,0.0,0,0.0
경기,수원시 팔달구,병원,2011,8,0,0,0.0,0,0.0
경기,수원시 팔달구,병원,2012,9,1,0,0.0,1,0.1111111111111111
경기,수원시 팔달구,병원,2013,10,1,0,0.0,1,0.1
경기,수원시 팔달구,병원,2014,10,0,1,0.1,1,0.1
경기,수원시 팔달구,병원,2015,10,0,0,0.0,0,0.0
경기,수원시 팔달구,병원,2016,11,1,0,0.0,1,0.09090909090909091
경기,수원시 팔달구,병원,2017,10,-1,1,0.1,0,0.0
경기,수원시 팔달구,병원,2018,11,1,1,0.09090909090909091,2,0.18181818181818182
경기,수원시 팔달구,병원,2019,11,0,0,0.0,0,0.0
경기,수원시 팔달구,병원,2020,11,0,0,0.0,0,0.0
경기,수원시 팔달구,병원,2021,11,0,1,0.09090909090909091,1,0.09090909090909091
경기,수원시 팔달구,병원,2022,10,-1,1,0.1,0,0.0
경기,수원시 팔달구,병원,2023,11,1,0,0.0,1,0.09090909090909091
경기,수원시 팔달구,병원,2024,11,0,0,0.0,0,0.0
경기,수원시 팔달구,병원,2025,12,1,1,0.08333333333333333,2,0.16666666666666666
경기,수원시 팔달구,상급종합병원,2007,0,,0,,,
경기,수원시 팔달구,상급종합병원,2008,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2009,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2010,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2011,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2012,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2013,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2014,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2015,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2016,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2017,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2018,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2019,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2020,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2021,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2022,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2023,0,0,0,,0,
경기,수원시 팔달구,상급종합병원,2024,1,1,0,0.0,1,1.0
경기,수원시 팔달구,상급종합병원,2025,1,0,0,0.0,0,0.0
경기,수원시 팔달구,의원,2007,171,,7,0.04093567251461988,,
경기,수원시 팔달구,의원,2008,178,7,7,0.03932584269662921,14,0.07865168539325842
경기,수원시 팔달구,의원,2009,173,-5,9,0.05202312138728324,4,0.023121387283236993
경기,수원시 팔달구,의원,2010,178,5,10,0.056179775280898875,15,0.08426966292134831
경기,수원시 팔달구,의원,2011,190,12,12,0.06315789473684211,24,0.12631578947368421
경기,수원시 팔달구,의원,2012,190,0,13,0.06842105263157895,13,0.06842105263157895
경기,수원시 팔달구,의원,2013,188,-2,7,0.03723404255319149,5,0.026595744680851064
경기,수원시 팔달구,의원,2014,189,1,6,0.031746031746031744,7,0.037037037037037035
경기,수원시 팔달구,의원,2015,203,14,11,0.054187192118226604,25,0.12315270935960591
경기,수원시 팔달구,의원,2016,205,2,1,0.004878048780487805,3,0.014634146341463415
경기,수원시 팔달구,의원,2017,209,4,8,0.03827751196172249,12,0.05741626794258373
경기,수원시 팔달구,의원,2018,215,6,9,0.04186046511627907,15,0.06976744186046512
경기,수원시 팔달구,의원,2019,220,5,4,0.01818181818181818,9,0.04090909090909091
경기,수원시 팔달구,의원,2020,223,3,8,0.03587443946188341,11,0.04932735426008968
경기,수원시 팔달구,의원,2021,229,6,7,0.03056768558951965,13,0.056768558951965066
경기,수원시 팔달구,의원,2022,236,7,10,0.0423728813559322,17,0.07203389830508475
경기,수원시 팔달구,의원,2023,244,8,5,0.020491803278688523,13,0.05327868852459016
경기,수원시 팔달구,의원,2024,255,11,7,0.027450980392156862,18,0.07058823529411765
경기,수원시 팔달구,의원,2025,265,10,11,0.04150943396226415,21,0.07924528301886792
경기,수원시 팔달구,종합병원,2007,2,,0,0.0,,
경기,수원시 팔달구,종합병원,2008,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2009,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2010,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2011,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2012,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2013,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2014,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2015,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2016,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2017,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2018,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2019,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2020,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2021,2,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2022,3,1,0,0.0,1,0.3333333333333333
경기,수원시 팔달구,종합병원,2023,3,0,0,0.0,0,0.0
경기,수원시 팔달구,종합병원,2024,2,-1,0,0.0,-1,-0.5
경기,수원시 팔달구,종합병원,2025,2,0,0,0.0,0,0.0
경기,시흥시,병원,2007,3,,0,0.0,,
경기,시흥시,병원,2008,3,0,2,0.6666666666666666,2,0.6666666666666666
경기,시흥시,병원,2009,5,2,2,0.4,4,0.8
경기,시흥시,병원,2010,5,0,0,0.0,0,0.0
경기,시흥시,병원,2011,5,0,1,0.2,1,0.2
경기,시흥시,병원,2012,5,0,0,0.0,0,0.0
경기,시흥시,병원,2013,6,1,1,0.16666666666666666,2,0.3333333333333333
경기,시흥시,병원,2014,6,0,4,0.6666666666666666,4,0.6666666666666666
경기,시흥시,병원,2015,5,-1,2,0.4,1,0.2
경기,시흥시,병원,2016,3,-2,0,0.0,-2,-0.6666666666666666
경기,시흥시,병원,2017,2,-1,1,0.5,0,0.0
경기,시흥시,병원,2018,2,0,0,0.0,0,0.0
경기,시흥시,병원,2019,4,2,1,0.25,3,0.75
경기,시흥시,병원,2020,4,0,1,0.25,1,0.25
경기,시흥시,병원,2021,3,-1,0,0.0,-1,-0.3333333333333333
경기,시흥시,병원,2022,3,0,0,0.0,0,0.0
경기,시흥시,병원,2023,6,3,1,0.16666666666666666,4,0.6666666666666666
경기,시흥시,병원,2024,7,1,0,0.0,1,0.14285714285714285
경기,시흥시,병원,2025,8,1,0,0.0,1,0.125
경기,시흥시,상급종합병원,2007,0,,0,,,
경기,시흥시,상급종합병원,2008,0,0,0,,0,
경기,시흥시,상급종합병원,2009,0,0,0,,0,
경기,시흥시,상급종합병원,2010,0,0,0,,0,
경기,시흥시,상급종합병원,2011,0,0,0,,0,
경기,시흥시,상급종합병원,2012,0,0,0,,0,
경기,시흥시,상급종합병원,2013,0,0,0,,0,
경기,시흥시,상급종합병원,2014,0,0,0,,0,
경기,시흥시,상급종합병원,2015,0,0,0,,0,
경기,시흥시,상급종합병원,2016,0,0,0,,0,
경기,시흥시,상급종합병원,2017,0,0,0,,0,
경기,시흥시,상급종합병원,2018,0,0,0,,0,
경기,시흥시,상급종합병원,2019,0,0,0,,0,
경기,시흥시,상급종합병원,2020,0,0,0,,0,
경기,시흥시,상급종합병원,2021,0,0,0,,0,
경기,시흥시,상급종합병원,2022,0,0,0,,0,
경기,시흥시,상급종합병원,2023,0,0,0,,0,
경기,시흥시,상급종합병원,2024,0,0,0,,0,
경기,시흥시,상급종합병원,2025,0,0,0,,0,
경기,시흥시,의원,2007,154,,7,0.045454545454545456,,
경기,시흥시,의원,2008,156,2,11,0.07051282051282051,13,0.08333333333333333
경기,시흥시,의원,2009,164,8,4,0.024390243902439025,12,0.07317073170731707
경기,시흥시,의원,2010,169,5,9,0.05325443786982249,14,0.08284023668639054
경기,시흥시,의원,2011,168,-1,15,0.08928571428571429,14,0.08333333333333333
경기,시흥시,의원,2012,169,1,7,0.04142011834319527,8,0.047337278106508875
경기,시흥시,의원,2013,167,-2,3,0.017964071856287425,1,0.005988023952095809
경기,시흥시,의원,2014,170,3,4,0.023529411764705882,7,0.041176470588235294
경기,시흥시,의원,2015,171,1,6,0.03508771929824561,7,0.04093567251461988
경기,시흥시,의원,2016,173,2,5,0.028901734104046242,7,0.04046242774566474
경기,시흥시,의원,2017,182,9,8,0.04395604395604396,17,0.09340659340659341
경기,시흥시,의원,2018,194,12,3,0.015463917525773196,15,0.07731958762886598
경기,시흥시,의원,2019,210,16,7,0.03333333333333333,23,0.10952380952380952
경기,시흥시,의원,2020,235,25,8,0.03404255319148936,33,0.14042553191489363
경기,시흥시,의원,2021,245,10,4,0.0163265306122449,14,0.05714285714285714
경기,시흥시,의원,2022,266,21,15,0.05639097744360902,36,0.13533834586466165
경기,시흥시,의원,2023,282,16,5,0.01773049645390071,21,0.07446808510638298
경기,시흥시,의원,2024,289,7,11,0.03806228373702422,18,0.06228373702422145
경기,시흥시,의원,2025,291,2,13,0.044673539518900345,15,0.05154639175257732
경기,시흥시,종합병원,2007,2,,0,0.0,,
경기,시흥시,종합병원,2008,2,0,0,0.0,0,0.0
경기,시흥시,종합병원,2009,3,1,0,0.0,1,0.3333333333333333
경기,시흥시,종합병원,2010,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2011,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2012,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2013,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2014,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2015,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2016,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2017,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2018,3,0,1,0.3333333333333333,1,0.3333333333333333
경기,시흥시,종합병원,2019,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2020,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2021,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2022,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2023,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2024,3,0,0,0.0,0,0.0
경기,시흥시,종합병원,2025,3,0,0,0.0,0,0.0
경기,안산시 단원구,병원,2007,7,,1,0.14285714285714285,,
경기,안산시 단원구,병원,2008,9,2,2,0.2222222222222222,4,0.4444444444444444
경기,안산시 단원구,병원,2009,13,4,5,0.38461538461538464,9,0.6923076923076923
경기,안산시 단원구,병원,2010,14,1,5,0.35714285714285715,6,0.42857142857142855
경기,안산시 단원구,병원,2011,14,0,2,0.14285714285714285,2,0.14285714285714285
경기,안산시 단원구,병원,2012,14,0,1,0.07142857142857142,1,0.07142857142857142
경기,안산시 단원구,병원,2013,15,1,2,0.13333333333333333,3,0.2
경기,안산시 단원구,병원,2014,13,-2,3,0.23076923076923078,1,0.07692307692307693
경기,안산시 단원구,병원,2015,14,1,2,0.14285714285714285,3,0.21428571428571427
경기,안산시 단원구,병원,2016,14,0,4,0.2857142857142857,4,0.2857142857142857
경기,안산시 단원구,병원,2017,14,0,0,0.0,0,0.0
경기,안산시 단원구,병원,2018,14,0,1,0.07142857142857142,1,0.07142857142857142
경기,안산시 단원구,병원,2019,14,0,2,0.14285714285714285,2,0.14285714285714285
경기,안산시 단원구,병원,2020,14,0,0,0.0,0,0.0
경기,안산시 단원구,병원,2021,13,-1,3,0.23076923076923078,2,0.15384615384615385
경기,안산시 단원구,병원,2022,12,-1,0,0.0,-1,-0.08333333333333333
경기,안산시 단원구,병원,2023,12,0,1,0.08333333333333333,1,0.08333333333333333
경기,안산시 단원구,병원,2024,13,1,0,0.0,1,0.07692307692307693
경기,안산시 단원구,병원,2025,13,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2007,0,,0,,,
경기,안산시 단원구,상급종합병원,2008,0,0,0,,0,
경기,안산시 단원구,상급종합병원,2009,0,0,0,,0,
경기,안산시 단원구,상급종합병원,2010,0,0,0,,0,
경기,안산시 단원구,상급종합병원,2011,0,0,0,,0,
경기,안산시 단원구,상급종합병원,2012,1,1,0,0.0,1,1.0
경기,안산시 단원구,상급종합병원,2013,1,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2014,1,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2015,1,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2016,1,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2017,1,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2018,1,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2019,1,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2020,1,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2021,1,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2022,1,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2023,1,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2024,1,0,0,0.0,0,0.0
경기,안산시 단원구,상급종합병원,2025,1,0,0,0.0,0,0.0
경기,안산시 단원구,의원,2007,196,,7,0.03571428571428571,,
경기,안산시 단원구,의원,2008,196,0,5,0.025510204081632654,5,0.025510204081632654
경기,안산시 단원구,의원,2009,208,12,14,0.0673076923076923,26,0.125
경기,안산시 단원구,의원,2010,208,0,14,0.0673076923076923,14,0.0673076923076923
경기,안산시 단원구,의원,2011,205,-3,13,0.06341463414634146,10,0.04878048780487805
경기,안산시 단원구,의원,2012,208,3,5,0.02403846153846154,8,0.038461538461538464
경기,안산시 단원구,의원,2013,206,-2,8,0.038834951456310676,6,0.02912621359223301
경기,안산시 단원구,의원,2014,214,8,4,0.018691588785046728,12,0.056074766355140186
경기,안산시 단원구,의원,2015,212,-2,11,0.05188679245283019,9,0.04245283018867924
경기,안산시 단원구,의원,2016,208,-4,9,0.04326923076923077,5,0.02403846153846154
경기,안산시 단원구,의원,2017,215,7,8,0.037209302325581395,15,0.06976744186046512
경기,안산시 단원구,의원,2018,217,2,3,0.013824884792626729,5,0.02304147465437788
경기,안산시 단원구,의원,2019,225,8,3,0.013333333333333334,11,0.04888888888888889
경기,안산시 단원구,의원,2020,228,3,9,0.039473684210526314,12,0.05263157894736842
경기,안산시 단원구,의원,2021,234,6,4,0.017094017094017096,10,0.042735042735042736
경기,안산시 단원구,의원,2022,239,5,8,0.03347280334728033,13,0.05439330543933055
경기,안산시 단원구,의원,2023,237,-2,7,0.029535864978902954,5,0.02109704641350211
경기,안산시 단원구,의원,2024,234,-3,6,0.02564102564102564,3,0.01282051282051282
경기,안산시 단원구,의원,2025,240,6,3,0.0125,9,0.0375
경기,안산시 단원구,종합병원,2007,3,,1,0.3333333333333333,,
경기,안산시 단원구,종합병원,2008,2,-1,0,0.0,-1,-0.5
경기,안산시 단원구,종합병원,2009,3,1,0,0.0,1,0.3333333333333333
경기,안산시 단원구,종합병원,2010,3,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2011,3,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2012,2,-1,0,0.0,-1,-0.5
경기,안산시 단원구,종합병원,2013,2,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2014,2,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2015,2,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2016,2,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2017,2,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2018,2,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2019,2,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2020,2,0,1,0.5,1,0.5
경기,안산시 단원구,종합병원,2021,2,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2022,2,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2023,2,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2024,2,0,0,0.0,0,0.0
경기,안산시 단원구,종합병원,2025,2,0,0,0.0,0,0.0
경기,안산시 상록구,병원,2007,6,,1,0.16666666666666666,,
경기,안산시 상록구,병원,2008,5,-1,0,0.0,-1,-0.2
경기,안산시 상록구,병원,2009,6,1,2,0.3333333333333333,3,0.5
경기,안산시 상록구,병원,2010,8,2,2,0.25,4,0.5
경기,안산시 상록구,병원,2011,8,0,2,0.25,2,0.25
경기,안산시 상록구,병원,2012,8,0,0,0.0,0,0.0
경기,안산시 상록구,병원,2013,8,0,1,0.125,1,0.125
경기,안산시 상록구,병원,2014,7,-1,4,0.5714285714285714,3,0.42857142857142855
경기,안산시 상록구,병원,2015,6,-1,0,0.0,-1,-0.16666666666666666
경기,안산시 상록구,병원,2016,7,1,1,0.14285714285714285,2,0.2857142857142857
경기,안산시 상록구,병원,2017,7,0,1,0.14285714285714285,1,0.14285714285714285
경기,안산시 상록구,병원,2018,8,1,0,0.0,1,0.125
경기,안산시 상록구,병원,2019,7,-1,1,0.14285714285714285,0,0.0
경기,안산시 상록구,병원,2020,7,0,0,0.0,0,0.0
경기,안산시 상록구,병원,2021,7,0,0,0.0,0,0.0
경기,안산시 상록구,병원,2022,6,-1,2,0.3333333333333333,1,0.16666666666666666
경기,안산시 상록구,병원,2023,5,-1,1,0.2,0,0.0
경기,안산시 상록구,병원,2024,5,0,0,0.0,0,0.0
경기,안산시 상록구,병원,2025,5,0,0,0.0,0,0.0
경기,안산시 상록구,상급종합병원,2007,0,,0,,,
경기,안산시 상록구,상급종합병원,2008,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2009,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2010,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2011,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2012,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2013,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2014,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2015,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2016,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2017,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2018,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2019,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2020,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2021,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2022,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2023,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2024,0,0,0,,0,
경기,안산시 상록구,상급종합병원,2025,0,0,0,,0,
경기,안산시 상록구,의원,2007,147,,8,0.05442176870748299,,
경기,안산시 상록구,의원,2008,139,-8,9,0.06474820143884892,1,0.007194244604316547
경기,안산시 상록구,의원,2009,139,0,14,0.10071942446043165,14,0.10071942446043165
경기,안산시 상록구,의원,2010,134,-5,10,0.07462686567164178,5,0.03731343283582089
경기,안산시 상록구,의원,2011,130,-4,7,0.05384615384615385,3,0.023076923076923078
경기,안산시 상록구,의원,2012,121,-9,9,0.0743801652892562,0,0.0
경기,안산시 상록구,의원,2013,120,-1,4,0.03333333333333333,3,0.025
경기,안산시 상록구,의원,2014,121,1,4,0.03305785123966942,5,0.04132231404958678
경기,안산시 상록구,의원,2015,124,3,3,0.024193548387096774,6,0.04838709677419355
경기,안산시 상록구,의원,2016,129,5,2,0.015503875968992248,7,0.05426356589147287
경기,안산시 상록구,의원,2017,129,0,3,0.023255813953488372,3,0.023255813953488372
경기,안산시 상록구,의원,2018,127,-2,2,0.015748031496062992,0,0.0
경기,안산시 상록구,의원,2019,126,-1,0,0.0,-1,-0.007936507936507936
경기,안산시 상록구,의원,2020,128,2,2,0.015625,4,0.03125
경기,안산시 상록구,의원,2021,126,-2,3,0.023809523809523808,1,0.007936507936507936
경기,안산시 상록구,의원,2022,126,0,2,0.015873015873015872,2,0.015873015873015872
경기,안산시 상록구,의원,2023,124,-2,2,0.016129032258064516,0,0.0
경기,안산시 상록구,의원,2024,123,-1,3,0.024390243902439025,2,0.016260162601626018
경기,안산시 상록구,의원,2025,129,6,4,0.031007751937984496,10,0.07751937984496124
경기,안산시 상록구,종합병원,2007,1,,0,0.0,,
경기,안산시 상록구,종합병원,2008,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2009,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2010,1,0,1,1.0,1,1.0
경기,안산시 상록구,종합병원,2011,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2012,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2013,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2014,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2015,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2016,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2017,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2018,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2019,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2020,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2021,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2022,1,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2023,2,1,0,0.0,1,0.5
경기,안산시 상록구,종합병원,2024,2,0,0,0.0,0,0.0
경기,안산시 상록구,종합병원,2025,2,0,0,0.0,0,0.0
경기,안성시,병원,2007,4,,0,0.0,,
경기,안성시,병원,2008,4,0,2,0.5,2,0.5
경기,안성시,병원,2009,4,0,0,0.0,0,0.0
경기,안성시,병원,2010,4,0,0,0.0,0,0.0
경기,안성시,병원,2011,4,0,0,0.0,0,0.0
경기,안성시,병원,2012,4,0,0,0.0,0,0.0
경기,안성시,병원,2013,4,0,0,0.0,0,0.0
경기,안성시,병원,2014,4,0,0,0.0,0,0.0
경기,안성시,병원,2015,4,0,0,0.0,0,0.0
경기,안성시,병원,2016,4,0,0,0.0,0,0.0
경기,안성시,병원,2017,3,-1,0,0.0,-1,-0.3333333333333333
경기,안성시,병원,2018,3,0,1,0.3333333333333333,1,0.3333333333333333
경기,안성시,병원,2019,2,-1,0,0.0,-1,-0.5
경기,안성시,병원,2020,2,0,0,0.0,0,0.0
경기,안성시,병원,2021,2,0,0,0.0,0,0.0
경기,안성시,병원,2022,2,0,0,0.0,0,0.0
경기,안성시,병원,2023,2,0,0,0.0,0,0.0
경기,안성시,병원,2024,2,0,0,0.0,0,0.0
경기,안성시,병원,2025,2,0,0,0.0,0,0.0
경기,안성시,상급종합병원,2007,0,,0,,,
경기,안성시,상급종합병원,2008,0,0,0,,0,
경기,안성시,상급종합병원,2009,0,0,0,,0,
경기,안성시,상급종합병원,2010,0,0,0,,0,
경기,안성시,상급종합병원,2011,0,0,0,,0,
경기,안성시,상급종합병원,2012,0,0,0,,0,
경기,안성시,상급종합병원,2013,0,0,0,,0,
경기,안성시,상급종합병원,2014,0,0,0,,0,
경기,안성시,상급종합병원,2015,0,0,0,,0,
경기,안성시,상급종합병원,2016,0,0,0,,0,
경기,안성시,상급종합병원,2017,0,0,0,,0,
경기,안성시,상급종합병원,2018,0,0,0,,0,
경기,안성시,상급종합병원,2019,0,0,0,,0,
경기,안성시,상급종합병원,2020,0,0,0,,0,
경기,안성시,상급종합병원,2021,0,0,0,,0,
경기,안성시,상급종합병원,2022,0,0,0,,0,
경기,안성시,상급종합병원,2023,0,0,0,,0,
경기,안성시,상급종합병원,2024,0,0,0,,0,
경기,안성시,상급종합병원,2025,0,0,0,,0,
경기,안성시,의원,2007,62,,3,0.04838709677419355,,
경기,안성시,의원,2008,61,-1,3,0.04918032786885246,2,0.03278688524590164
경기,안성시,의원,2009,62,1,5,0.08064516129032258,6,0.0967741935483871
경기,안성시,의원,2010,63,1,4,0.06349206349206349,5,0.07936507936507936
경기,안성시,의원,2011,69,6,2,0.028985507246376812,8,0.11594202898550725
경기,안성시,의원,2012,75,6,2,0.02666666666666667,8,0.10666666666666667
경기,안성시,의원,2013,73,-2,5,0.0684931506849315,3,0.0410958904109589
경기,안성시,의원,2014,72,-1,2,0.027777777777777776,1,0.013888888888888888
경기,안성시,의원,2015,70,-2,2,0.02857142857142857,0,0.0
경기,안성시,의원,2016,71,1,0,0.0,1,0.014084507042253521
경기,안성시,의원,2017,70,-1,1,0.014285714285714285,0,0.0
경기,안성시,의원,2018,71,1,2,0.028169014084507043,3,0.04225352112676056
경기,안성시,의원,2019,73,2,0,0.0,2,0.0273972602739726
경기,안성시,의원,2020,74,1,3,0.04054054054054054,4,0.05405405405405406
경기,안성시,의원,2021,74,0,1,0.013513513513513514,1,0.013513513513513514
경기,안성시,의원,2022,77,3,1,0.012987012987012988,4,0.05194805194805195
